season,pos,number,wiki_title,name,team,espn_id,note
2003,C,,Michael Olowokandi,Michael Olowokandi,,621,rpg · 9.1 rpg
2003,G,,"Jason Williams (basketball, born 1975)",Jason Williams,,933,apg · 8.3 apg
2003,G,,John Stockton,John Stockton,,812,apg · 7.7 apg
2003,G,,Jamaal Tinsley,Jamaal Tinsley,,1024,apg · 7.5 apg
2003,G,,Jason Terry,Jason Terry,,841,apg · 17.2 ppg · 7.4 apg
2003,G,,Andre Miller,Andre Miller,,557,apg · 6.7 apg
2004,G,,Tracy McGrady,Tracy McGrady,,532,ppg · 28.0 ppg · 5.5 apg
2004,G,,Allen Iverson,Allen Iverson,,366,ppg · 26.4 ppg · 6.8 apg
2004,F,,Peja Stojaković,Peja Stojakovic,,813,ppg · 24.2 ppg
2004,F,,Kevin Garnett,Kevin Garnett,,261,ppg · 24.2 ppg · 13.9 rpg · 5.0 apg
2004,F,,Kobe Bryant,Kobe Bryant,,110,ppg · 24.0 ppg · 5.1 apg
2004,G,,Ray Allen,Ray Allen,,9,ppg · 23.0 ppg · 4.8 apg
2004,F,,Paul Pierce,Paul Pierce,,662,ppg · 23.0 ppg · 6.5 rpg · 5.1 apg
2004,G,,Baron Davis,Baron Davis,,194,ppg · 22.9 ppg · 7.5 apg
2004,G,,Vince Carter,Vince Carter,,136,ppg · 22.5 ppg · 4.8 apg
2004,C,,Tim Duncan,Tim Duncan,,215,ppg · 22.3 ppg · 12.4 rpg
2004,F,,Dirk Nowitzki,Dirk Nowitzki,,609,ppg · 21.8 ppg · 8.7 rpg
2004,G,,Michael Redd,Michael Redd,,692,ppg · 21.7 ppg
2004,C,,Shaquille O'Neal,Shaquille O'Neal,,614,ppg · 21.5 ppg · 11.5 rpg
2004,F,,Carmelo Anthony,Carmelo Anthony,,1975,ppg · 21.0 ppg
2004,F,,LeBron James,LeBron James,,1966,ppg · 20.9 ppg · 5.9 apg
2004,F,,Jamal Mashburn,Jamal Mashburn,,516,ppg · 20.8 ppg
2004,F,,Corey Maggette,Corey Maggette,,497,ppg · 20.7 ppg
2004,C,,Amar'e Stoudemire,Amar'e Stoudemire,,1727,ppg · 20.6 ppg · 9.0 rpg
2004,G,,Stephon Marbury,Stephon Marbury,,509,ppg · 20.2 ppg · 8.9 apg
2004,C,,Jermaine O'Neal,Jermaine O'Neal,,615,ppg · 20.1 ppg · 10.0 rpg
2004,F,,Zach Randolph,Zach Randolph,,1017,ppg · 20.1 ppg · 10.5 rpg
2004,F,,Elton Brand,Elton Brand,,91,ppg · 20.0 ppg · 10.3 rpg
2004,G,,Sam Cassell,Sam Cassell,,138,ppg · 19.8 ppg · 7.3 apg
2004,G,,Gilbert Arenas,Gilbert Arenas,,974,ppg · 19.6 ppg · 5.0 apg
2004,G,,Shawn Marion,Shawn Marion,,510,ppg · 19.0 ppg · 9.3 rpg
2004,G,,Larry Hughes,Larry Hughes,,356,ppg · 18.8 ppg
2004,G,,Jason Richardson,Jason Richardson,,1018,ppg · 18.7 ppg · 6.7 rpg
2004,C,,Chris Webber,Chris Webber,,897,ppg · 18.7 ppg · 8.7 rpg · 4.6 apg
2004,G,,Michael Finley,Michael Finley,,242,ppg · 18.6 ppg
2004,G,,Allan Houston,Allan Houston,,349,ppg · 18.5 ppg
2004,F,,Richard Jefferson,Richard Jefferson,,1006,ppg · 18.5 ppg · 3.8 apg
2004,G,,Mike Bibby,Mike Bibby,,61,ppg · 18.4 ppg · 5.4 apg
2004,F,,,Metta World Peace,,25,ppg · 18.3 ppg
2004,F,,Stephen Jackson,Stephen Jackson,,378,ppg · 18.1 ppg
2004,F,,Rashard Lewis,Rashard Lewis,,469,ppg · 17.8 ppg · 6.5 rpg
2004,F,,Pau Gasol,Pau Gasol,,996,ppg · 17.7 ppg · 7.7 rpg
2004,G,,Richard Hamilton (basketball),Richard Hamilton,,294,ppg · 17.6 ppg · 4.0 apg
2004,C,,Yao Ming,Yao Ming,,1722,ppg · 17.5 ppg · 9.0 rpg
2004,G,,Eddie Jones (basketball),Eddie Jones,,402,ppg · 17.3 ppg
2004,G,,Jamal Crawford,Jamal Crawford,,165,ppg · 17.3 ppg · 5.1 apg
2004,F,,Ben Wallace (basketball),Ben Wallace,,885,rpg · 12.4 rpg
2004,C,,Erick Dampier,Erick Dampier,,181,rpg · 12.0 rpg
2004,F,,Carlos Boozer,Carlos Boozer,,1703,rpg · 15.5 ppg · 11.4 rpg
2004,C,,Jamaal Magloire,Jamaal Magloire,,498,rpg · 10.3 rpg
2004,C,,Brad Miller (basketball),Brad Miller,,556,rpg · 10.3 rpg · 4.3 apg
2004,G,,Jason Kidd,Jason Kidd,,429,apg · 15.5 ppg · 6.4 rpg · 9.2 apg
2004,G,,Steve Nash,Steve Nash,,592,apg · 8.8 apg
2004,G,,Eric Snow,Eric Snow,,796,apg · 6.9 apg
2004,G,,"Jason Williams (basketball, born 1975)",Jason Williams,,933,apg · 6.8 apg
2004,G,,Kirk Hinrich,Kirk Hinrich,,1981,apg · 6.8 apg
2005,G,,Allen Iverson,Allen Iverson,,366,ppg · 30.7 ppg · 7.9 apg
2005,F,,Kobe Bryant,Kobe Bryant,,110,ppg · 27.6 ppg · 6.0 apg
2005,F,,LeBron James,LeBron James,,1966,ppg · 27.2 ppg · 7.3 rpg · 7.2 apg
2005,F,,Dirk Nowitzki,Dirk Nowitzki,,609,ppg · 26.1 ppg · 9.7 rpg
2005,C,,Amar'e Stoudemire,Amar'e Stoudemire,,1727,ppg · 26.0 ppg · 8.9 rpg
2005,G,,Tracy McGrady,Tracy McGrady,,532,ppg · 25.7 ppg · 5.7 apg
2005,G,,Gilbert Arenas,Gilbert Arenas,,974,ppg · 25.5 ppg · 5.1 apg
2005,F,,,Metta World Peace,,25,ppg · 24.6 ppg · 6.4 rpg
2005,G,,Vince Carter,Vince Carter,,136,ppg · 24.5 ppg · 4.2 apg
2005,C,,Jermaine O'Neal,Jermaine O'Neal,,615,ppg · 24.3 ppg · 8.8 rpg
2005,G,,Dwyane Wade,Dwyane Wade,,1987,ppg · 24.1 ppg · 6.8 apg
2005,G,,Ray Allen,Ray Allen,,9,ppg · 23.9 ppg
2005,G,,Michael Redd,Michael Redd,,692,ppg · 23.0 ppg
2005,C,,Shaquille O'Neal,Shaquille O'Neal,,614,ppg · 22.9 ppg · 10.4 rpg
2005,F,,Richard Jefferson,Richard Jefferson,,1006,ppg · 22.2 ppg · 7.3 rpg · 4.0 apg
2005,F,,Corey Maggette,Corey Maggette,,497,ppg · 22.2 ppg
2005,F,,Kevin Garnett,Kevin Garnett,,261,ppg · 22.2 ppg · 13.5 rpg · 5.7 apg
2005,G,,Larry Hughes,Larry Hughes,,356,ppg · 22.0 ppg · 4.7 apg
2005,G,,Stephon Marbury,Stephon Marbury,,509,ppg · 21.7 ppg · 8.1 apg
2005,G,,Jason Richardson,Jason Richardson,,1018,ppg · 21.7 ppg · 3.9 apg
2005,F,,Paul Pierce,Paul Pierce,,662,ppg · 21.6 ppg · 6.6 rpg · 4.2 apg
2005,G,,Steve Francis,Steve Francis,,255,ppg · 21.3 ppg · 7.0 apg
2005,F,,Carmelo Anthony,Carmelo Anthony,,1975,ppg · 20.8 ppg
2005,F,,Rashard Lewis,Rashard Lewis,,469,ppg · 20.5 ppg
2005,C,,Tim Duncan,Tim Duncan,,215,ppg · 20.3 ppg · 11.1 rpg
2005,F,,Peja Stojaković,Peja Stojakovic,,813,ppg · 20.1 ppg
2005,F,,Elton Brand,Elton Brand,,91,ppg · 20.0 ppg · 9.5 rpg
2005,F,,Grant Hill,Grant Hill,,336,ppg · 19.7 ppg
2005,G,,Mike Bibby,Mike Bibby,,61,ppg · 19.6 ppg · 6.8 apg
2005,F,,Antawn Jamison,Antawn Jamison,,385,ppg · 19.6 ppg · 7.6 rpg
2005,C,,Chris Webber,Chris Webber,,897,ppg · 19.5 ppg · 9.1 rpg · 4.7 apg
2005,G,,Shawn Marion,Shawn Marion,,510,ppg · 19.4 ppg · 11.3 rpg
2005,G,,Baron Davis,Baron Davis,,194,ppg · 19.2 ppg · 7.9 apg
2005,F,,Antoine Walker,Antoine Walker,,881,ppg · 19.1 ppg · 9.0 rpg
2005,F,,Zach Randolph,Zach Randolph,,1017,ppg · 18.9 ppg · 9.6 rpg
2005,G,,Richard Hamilton (basketball),Richard Hamilton,,294,ppg · 18.7 ppg · 4.9 apg
2005,F,,Stephen Jackson,Stephen Jackson,,378,ppg · 18.7 ppg
2005,G,,Jalen Rose,Jalen Rose,,738,ppg · 18.5 ppg
2005,C,,Yao Ming,Yao Ming,,1722,ppg · 18.3 ppg · 8.4 rpg
2005,F,,Carlos Boozer,Carlos Boozer,,1703,ppg · 17.8 ppg · 9.0 rpg
2005,F,,Ben Wallace (basketball),Ben Wallace,,885,rpg · 12.2 rpg
2005,C,,Emeka Okafor,Emeka Okafor,,2399,rpg · 10.9 rpg
2005,F,,Troy Murphy,Troy Murphy,,1013,rpg · 10.8 rpg
2005,F,,Kurt Thomas (basketball),Kurt Thomas,,846,rpg · 10.4 rpg
2005,F,,Lamar Odom,Lamar Odom,,617,rpg · 10.2 rpg
2005,G,,Steve Nash,Steve Nash,,592,apg · 11.5 apg
2005,G,,Brevin Knight,Brevin Knight,,440,apg · 9.0 apg
2005,G,,Jason Kidd,Jason Kidd,,429,apg · 7.4 rpg · 8.3 apg
2005,G,,Andre Miller,Andre Miller,,557,apg · 6.9 apg
2005,G,,Rafer Alston,Rafer Alston,,11,apg · 6.4 apg
2006,F,,Kobe Bryant,Kobe Bryant,,110,ppg · 35.4 ppg · 4.5 apg
2006,G,,Allen Iverson,Allen Iverson,,366,ppg · 33.0 ppg · 7.4 apg
2006,F,,LeBron James,LeBron James,,1966,ppg · 31.4 ppg · 7.0 rpg · 6.6 apg
2006,G,,Gilbert Arenas,Gilbert Arenas,,974,ppg · 29.3 ppg · 6.1 apg
2006,G,,Dwyane Wade,Dwyane Wade,,1987,ppg · 27.2 ppg · 6.7 apg
2006,F,,Paul Pierce,Paul Pierce,,662,ppg · 26.8 ppg · 6.7 rpg · 4.7 apg
2006,F,,Dirk Nowitzki,Dirk Nowitzki,,609,ppg · 26.6 ppg · 9.0 rpg
2006,F,,Carmelo Anthony,Carmelo Anthony,,1975,ppg · 26.5 ppg
2006,G,,Michael Redd,Michael Redd,,692,ppg · 25.4 ppg
2006,G,,Ray Allen,Ray Allen,,9,ppg · 25.1 ppg · 3.7 apg
2006,F,,Elton Brand,Elton Brand,,91,ppg · 24.7 ppg · 10.0 rpg
2006,G,,Tracy McGrady,Tracy McGrady,,532,ppg · 24.4 ppg · 6.5 rpg · 4.8 apg
2006,G,,Vince Carter,Vince Carter,,136,ppg · 24.2 ppg · 4.3 apg
2006,G,,Jason Richardson,Jason Richardson,,1018,ppg · 23.2 ppg
2006,F,,Chris Bosh,Chris Bosh,,1977,ppg · 22.5 ppg · 9.2 rpg
2006,C,,Yao Ming,Yao Ming,,1722,ppg · 22.3 ppg · 10.2 rpg
2006,G,,Shawn Marion,Shawn Marion,,510,ppg · 21.8 ppg · 11.8 rpg
2006,F,,Kevin Garnett,Kevin Garnett,,261,ppg · 21.8 ppg · 12.7 rpg · 4.1 apg
2006,G,,Mike Bibby,Mike Bibby,,61,ppg · 21.1 ppg · 5.4 apg
2006,F,,Antawn Jamison,Antawn Jamison,,385,ppg · 20.5 ppg · 9.3 rpg
2006,F,,Pau Gasol,Pau Gasol,,996,ppg · 20.4 ppg · 8.9 rpg · 4.6 apg
2006,G,,"Mike James (basketball, born 1975)",Mike James,,1051,ppg · 20.3 ppg · 5.8 apg
2006,C,,Chris Webber,Chris Webber,,897,ppg · 20.2 ppg · 9.9 rpg
2006,G,,Joe Johnson (basketball),Joe Johnson,,1007,ppg · 20.2 ppg · 6.5 apg
2006,G,,Richard Hamilton (basketball),Richard Hamilton,,294,ppg · 20.1 ppg
2006,F,,Rashard Lewis,Rashard Lewis,,469,ppg · 20.1 ppg
2006,C,,Jermaine O'Neal,Jermaine O'Neal,,615,ppg · 20.1 ppg · 9.3 rpg
2006,C,,Shaquille O'Neal,Shaquille O'Neal,,614,ppg · 20.0 ppg · 9.2 rpg
2006,F,,Richard Jefferson,Richard Jefferson,,1006,ppg · 19.5 ppg · 6.8 rpg · 3.8 apg
2006,G,,Ricky Davis,Ricky Davis,,193,ppg · 19.4 ppg · 5.1 apg
2006,G,,Wally Szczerbiak,Wally Szczerbiak,,831,ppg · 19.0 ppg
2006,G,,Tony Parker,Tony Parker,,1015,ppg · 18.9 ppg · 5.8 apg
2006,G,,Steve Nash,Steve Nash,,592,ppg · 18.8 ppg · 10.5 apg
2006,F,,Al Harrington,Al Harrington,,308,ppg · 18.6 ppg · 6.9 rpg
2006,C,,Tim Duncan,Tim Duncan,,215,ppg · 18.6 ppg · 11.0 rpg
2006,G,,Chauncey Billups,Chauncey Billups,,63,ppg · 18.5 ppg · 8.6 apg
2006,F,,Peja Stojaković,Peja Stojakovic,,813,ppg · 18.2 ppg
2006,F,,Zach Randolph,Zach Randolph,,1017,ppg · 18.0 ppg · 8.0 rpg
2006,C,,Mehmet Okur,Mehmet Okur,,1014,ppg · 18.0 ppg · 9.1 rpg
2006,G,,Baron Davis,Baron Davis,,194,ppg · 17.9 ppg · 8.9 apg
2006,C,,Dwight Howard,Dwight Howard,,2384,rpg · 15.8 ppg · 12.5 rpg
2006,C,,Marcus Camby,Marcus Camby,,125,rpg · 11.9 rpg
2006,F,,Ben Wallace (basketball),Ben Wallace,,885,rpg · 11.3 rpg
2006,F,,Troy Murphy,Troy Murphy,,1013,rpg · 10.0 rpg
2006,C,,Emeka Okafor,Emeka Okafor,,2399,rpg · 10.0 rpg
2006,G,,Brevin Knight,Brevin Knight,,440,apg · 8.8 apg
2006,G,,Jason Kidd,Jason Kidd,,429,apg · 7.2 rpg · 8.4 apg
2006,G,,Andre Miller,Andre Miller,,557,apg · 8.2 apg
2006,G,,Chris Paul,Chris Paul,,2779,apg · 16.1 ppg · 7.8 apg
2006,G,,Luke Ridnour,Luke Ridnour,,1985,apg · 7.0 apg
2007,F,,Kobe Bryant,Kobe Bryant,,110,ppg · 31.6 ppg · 5.4 apg
2007,F,,Carmelo Anthony,Carmelo Anthony,,1975,ppg · 28.9 ppg · 3.8 apg
2007,G,,Gilbert Arenas,Gilbert Arenas,,974,ppg · 28.4 ppg · 6.0 apg
2007,G,,Dwyane Wade,Dwyane Wade,,1987,ppg · 27.4 ppg · 7.5 apg
2007,F,,LeBron James,LeBron James,,1966,ppg · 27.3 ppg · 6.7 rpg · 6.0 apg
2007,G,,Michael Redd,Michael Redd,,692,ppg · 26.7 ppg
2007,G,,Ray Allen,Ray Allen,,9,ppg · 26.4 ppg · 4.1 apg
2007,G,,Allen Iverson,Allen Iverson,,366,ppg · 26.3 ppg · 7.2 apg
2007,G,,Vince Carter,Vince Carter,,136,ppg · 25.2 ppg · 4.8 apg
2007,C,,Yao Ming,Yao Ming,,1722,ppg · 25.0 ppg · 9.4 rpg
2007,G,,Joe Johnson (basketball),Joe Johnson,,1007,ppg · 25.0 ppg · 4.4 apg
2007,F,,Paul Pierce,Paul Pierce,,662,ppg · 25.0 ppg · 4.1 apg
2007,G,,Tracy McGrady,Tracy McGrady,,532,ppg · 24.6 ppg · 6.5 apg
2007,F,,Dirk Nowitzki,Dirk Nowitzki,,609,ppg · 24.6 ppg · 8.9 rpg
2007,F,,Zach Randolph,Zach Randolph,,1017,ppg · 23.6 ppg · 10.1 rpg
2007,F,,Chris Bosh,Chris Bosh,,1977,ppg · 22.6 ppg · 10.7 rpg
2007,F,,Kevin Garnett,Kevin Garnett,,261,ppg · 22.4 ppg · 12.8 rpg · 4.1 apg
2007,F,,Rashard Lewis,Rashard Lewis,,469,ppg · 22.4 ppg · 6.6 rpg
2007,G,,Ben Gordon,Ben Gordon,,2381,ppg · 21.4 ppg
2007,F,,Carlos Boozer,Carlos Boozer,,1703,ppg · 20.9 ppg · 11.7 rpg
2007,F,,Pau Gasol,Pau Gasol,,996,ppg · 20.8 ppg · 9.8 rpg
2007,F,,Elton Brand,Elton Brand,,91,ppg · 20.5 ppg · 9.3 rpg
2007,C,,Amar'e Stoudemire,Amar'e Stoudemire,,1727,ppg · 20.4 ppg · 9.6 rpg
2007,G,,"Kevin Martin (basketball, born 1983)",Kevin Martin,,2394,ppg · 20.2 ppg
2007,G,,Baron Davis,Baron Davis,,194,ppg · 20.1 ppg · 8.1 apg
2007,C,,Tim Duncan,Tim Duncan,,215,ppg · 20.0 ppg · 10.6 rpg
2007,F,,Antawn Jamison,Antawn Jamison,,385,ppg · 19.8 ppg · 8.0 rpg
2007,G,,Richard Hamilton (basketball),Richard Hamilton,,294,ppg · 19.8 ppg
2007,F,,Eddy Curry,Eddy Curry,,990,ppg · 19.5 ppg · 7.0 rpg
2007,C,,Jermaine O'Neal,Jermaine O'Neal,,615,ppg · 19.4 ppg · 9.6 rpg
2007,F,,Caron Butler,Caron Butler,,1705,ppg · 19.1 ppg · 7.4 rpg
2007,F,,Josh Howard,Josh Howard,,2006,ppg · 18.9 ppg · 6.8 rpg
2007,F,,,Metta World Peace,,25,ppg · 18.8 ppg · 6.5 rpg
2007,F,,Luol Deng,Luol Deng,,2429,ppg · 18.8 ppg · 7.1 rpg
2007,G,,Steve Nash,Steve Nash,,592,ppg · 18.6 ppg · 11.6 apg
2007,G,,Tony Parker,Tony Parker,,1015,ppg · 18.6 ppg · 5.5 apg
2007,G,,"Mike Miller (basketball, born 1980)",Mike Miller,,558,ppg · 18.5 ppg · 4.3 apg
2007,F,,David West (basketball),David West,,2177,ppg · 18.2 ppg · 8.2 rpg
2007,F,,Andre Iguodala,Andre Iguodala,,2386,ppg · 18.2 ppg · 5.7 apg
2007,F,,Gerald Wallace,Gerald Wallace,,1026,ppg · 18.1 ppg · 7.2 rpg
2007,C,,Tyson Chandler,Tyson Chandler,,984,rpg · 12.4 rpg
2007,C,,Dwight Howard,Dwight Howard,,2384,rpg · 17.6 ppg · 12.3 rpg
2007,C,,Marcus Camby,Marcus Camby,,125,rpg · 11.7 rpg
2007,C,,Emeka Okafor,Emeka Okafor,,2399,rpg · 11.3 rpg
2007,C,,Al Jefferson,Al Jefferson,,2389,rpg · 11.0 rpg
2007,G,,Deron Williams,Deron Williams,,2798,apg · 9.3 apg
2007,G,,Jason Kidd,Jason Kidd,,429,apg · 8.2 rpg · 9.2 apg
2007,G,,Chris Paul,Chris Paul,,2779,apg · 17.2 ppg · 8.9 apg
2007,G,,T. J. Ford,T.J. Ford,,1979,apg · 7.9 apg
2007,G,,Andre Miller,Andre Miller,,557,apg · 7.8 apg
2008,F,,LeBron James,LeBron James,,1966,ppg · 30.0 ppg · 7.9 rpg · 7.2 apg
2008,F,,Kobe Bryant,Kobe Bryant,,110,ppg · 28.3 ppg · 6.3 rpg · 5.4 apg
2008,G,,Allen Iverson,Allen Iverson,,366,ppg · 26.4 ppg · 7.1 apg
2008,F,,Carmelo Anthony,Carmelo Anthony,,1975,ppg · 25.7 ppg · 7.4 rpg
2008,C,,Amar'e Stoudemire,Amar'e Stoudemire,,1727,ppg · 25.2 ppg · 9.1 rpg
2008,G,,Dwyane Wade,Dwyane Wade,,1987,ppg · 24.6 ppg · 6.9 apg
2008,G,,"Kevin Martin (basketball, born 1983)",Kevin Martin,,2394,ppg · 23.7 ppg
2008,F,,Dirk Nowitzki,Dirk Nowitzki,,609,ppg · 23.6 ppg · 8.6 rpg
2008,G,,Michael Redd,Michael Redd,,692,ppg · 22.7 ppg
2008,F,,Richard Jefferson,Richard Jefferson,,1006,ppg · 22.6 ppg
2008,F,,Chris Bosh,Chris Bosh,,1977,ppg · 22.3 ppg · 8.7 rpg
2008,F,,Corey Maggette,Corey Maggette,,497,ppg · 22.1 ppg
2008,C,,Yao Ming,Yao Ming,,1722,ppg · 22.0 ppg · 10.8 rpg
2008,G,,Baron Davis,Baron Davis,,194,ppg · 21.8 ppg · 7.6 apg
2008,G,,Jason Richardson,Jason Richardson,,1018,ppg · 21.8 ppg
2008,G,,Joe Johnson (basketball),Joe Johnson,,1007,ppg · 21.7 ppg · 5.8 apg
2008,G,,Tracy McGrady,Tracy McGrady,,532,ppg · 21.6 ppg · 5.9 apg
2008,F,,Antawn Jamison,Antawn Jamison,,385,ppg · 21.4 ppg · 10.2 rpg
2008,G,,Vince Carter,Vince Carter,,136,ppg · 21.3 ppg · 5.1 apg
2008,F,,Carlos Boozer,Carlos Boozer,,1703,ppg · 21.1 ppg · 10.4 rpg
2008,G,,Chris Paul,Chris Paul,,2779,ppg · 21.0 ppg · 11.6 apg
2008,C,,Al Jefferson,Al Jefferson,,2389,ppg · 21.0 ppg · 11.1 rpg
2008,C,,Dwight Howard,Dwight Howard,,2384,ppg · 20.7 ppg · 14.2 rpg
2008,F,,David West (basketball),David West,,2177,ppg · 20.6 ppg · 8.9 rpg
2008,G,,Jamal Crawford,Jamal Crawford,,165,ppg · 20.6 ppg · 5.0 apg
2008,F,,,Metta World Peace,,25,ppg · 20.5 ppg
2008,F,,Caron Butler,Caron Butler,,1705,ppg · 20.3 ppg · 6.7 rpg · 4.9 apg
2008,F,,Kevin Durant,Kevin Durant,,3202,ppg · 20.3 ppg
2008,G,,Monta Ellis,Monta Ellis,,2751,ppg · 20.2 ppg · 3.9 apg
2008,F,,Rudy Gay,Rudy Gay,,3005,ppg · 20.1 ppg
2008,F,,Stephen Jackson,Stephen Jackson,,378,ppg · 20.1 ppg · 4.1 apg
2008,F,,Josh Howard,Josh Howard,,2006,ppg · 19.9 ppg · 7.0 rpg
2008,F,,Andre Iguodala,Andre Iguodala,,2386,ppg · 19.9 ppg · 4.8 apg
2008,F,,Paul Pierce,Paul Pierce,,662,ppg · 19.6 ppg · 4.5 apg
2008,F,,Danny Granger,Danny Granger,,2760,ppg · 19.6 ppg
2008,F,,Hedo Türkoğlu,Hedo Turkoglu,,862,ppg · 19.5 ppg · 5.0 apg
2008,G,,Manu Ginóbili,Manu Ginobili,,272,ppg · 19.5 ppg · 4.5 apg
2008,G,,Gilbert Arenas,Gilbert Arenas,,974,ppg · 19.4 ppg · 5.1 apg
2008,F,,Gerald Wallace,Gerald Wallace,,1026,ppg · 19.4 ppg
2008,C,,Tim Duncan,Tim Duncan,,215,ppg · 19.3 ppg · 11.3 rpg
2008,C,,Marcus Camby,Marcus Camby,,125,rpg · 13.1 rpg
2008,C,,Chris Kaman,Chris Kaman,,1982,rpg · 12.7 rpg
2008,C,,Tyson Chandler,Tyson Chandler,,984,rpg · 11.7 rpg
2008,C,,Emeka Okafor,Emeka Okafor,,2399,rpg · 10.7 rpg
2008,F,,Lamar Odom,Lamar Odom,,617,rpg · 10.6 rpg
2008,G,,Steve Nash,Steve Nash,,592,apg · 16.9 ppg · 11.1 apg
2008,G,,Deron Williams,Deron Williams,,2798,apg · 18.8 ppg · 10.5 apg
2008,G,,Jason Kidd,Jason Kidd,,429,apg · 7.5 rpg · 10.1 apg
2008,G,,Jamaal Tinsley,Jamaal Tinsley,,1024,apg · 8.4 apg
2008,G,,,Jose Calderon,,2806,apg · 8.3 apg
2009,G,,Dwyane Wade,Dwyane Wade,,1987,ppg · 30.2 ppg · 7.5 apg
2009,F,,LeBron James,LeBron James,,1966,ppg · 28.4 ppg · 7.6 rpg · 7.2 apg
2009,F,,Kobe Bryant,Kobe Bryant,,110,ppg · 26.8 ppg · 4.9 apg
2009,F,,Dirk Nowitzki,Dirk Nowitzki,,609,ppg · 25.9 ppg · 8.4 rpg
2009,F,,Danny Granger,Danny Granger,,2760,ppg · 25.8 ppg
2009,F,,Kevin Durant,Kevin Durant,,3202,ppg · 25.3 ppg
2009,G,,"Kevin Martin (basketball, born 1983)",Kevin Martin,,2394,ppg · 24.6 ppg
2009,C,,Al Jefferson,Al Jefferson,,2389,ppg · 23.1 ppg · 11.0 rpg
2009,G,,Chris Paul,Chris Paul,,2779,ppg · 22.8 ppg · 11.0 apg
2009,F,,Carmelo Anthony,Carmelo Anthony,,1975,ppg · 22.8 ppg · 6.8 rpg
2009,F,,Chris Bosh,Chris Bosh,,1977,ppg · 22.7 ppg · 10.0 rpg
2009,G,,Brandon Roy,Brandon Roy,,3027,ppg · 22.6 ppg · 5.1 apg
2009,F,,Antawn Jamison,Antawn Jamison,,385,ppg · 22.2 ppg · 8.9 rpg
2009,G,,Tony Parker,Tony Parker,,1015,ppg · 22.0 ppg · 6.9 apg
2009,C,,Amar'e Stoudemire,Amar'e Stoudemire,,1727,ppg · 21.4 ppg · 8.1 rpg
2009,G,,Joe Johnson (basketball),Joe Johnson,,1007,ppg · 21.4 ppg · 5.8 apg
2009,G,,Devin Harris,Devin Harris,,2382,ppg · 21.3 ppg · 6.9 apg
2009,G,,Michael Redd,Michael Redd,,692,ppg · 21.2 ppg
2009,F,,David West (basketball),David West,,2177,ppg · 21.0 ppg · 8.5 rpg
2009,F,,Zach Randolph,Zach Randolph,,1017,ppg · 20.8 ppg · 10.1 rpg
2009,F,,Caron Butler,Caron Butler,,1705,ppg · 20.8 ppg · 4.3 apg
2009,G,,Vince Carter,Vince Carter,,136,ppg · 20.8 ppg · 4.7 apg
2009,F,,Stephen Jackson,Stephen Jackson,,378,ppg · 20.7 ppg · 6.5 apg
2009,G,,Ben Gordon,Ben Gordon,,2381,ppg · 20.7 ppg
2009,C,,Dwight Howard,Dwight Howard,,2384,ppg · 20.6 ppg · 13.8 rpg
2009,F,,Paul Pierce,Paul Pierce,,662,ppg · 20.5 ppg · 3.6 apg
2009,F,,Al Harrington,Al Harrington,,308,ppg · 20.1 ppg
2009,G,,Jamal Crawford,Jamal Crawford,,165,ppg · 19.7 ppg · 4.4 apg
2009,C,,Yao Ming,Yao Ming,,1722,ppg · 19.7 ppg · 9.9 rpg
2009,F,,Richard Jefferson,Richard Jefferson,,1006,ppg · 19.6 ppg
2009,G,,Jason Terry,Jason Terry,,841,ppg · 19.6 ppg
2009,G,,Deron Williams,Deron Williams,,2798,ppg · 19.4 ppg · 10.7 apg
2009,C,,Tim Duncan,Tim Duncan,,215,ppg · 19.3 ppg · 10.7 rpg · 3.5 apg
2009,G,,Monta Ellis,Monta Ellis,,2751,ppg · 19.0 ppg · 3.7 apg
2009,F,,Rudy Gay,Rudy Gay,,3005,ppg · 18.9 ppg
2009,F,,Pau Gasol,Pau Gasol,,996,ppg · 18.9 ppg · 9.6 rpg
2009,F,,Andre Iguodala,Andre Iguodala,,2386,ppg · 18.8 ppg · 5.3 apg
2009,F,,Corey Maggette,Corey Maggette,,497,ppg · 18.6 ppg
2009,G,,O. J. Mayo,O.J. Mayo,,3450,ppg · 18.5 ppg
2009,F,,John Salmons,John Salmons,,1726,ppg · 18.3 ppg
2009,F,,Troy Murphy,Troy Murphy,,1013,rpg · 11.8 rpg
2009,F,,David Lee (basketball),David Lee,,2772,rpg · 11.7 rpg
2009,C,,Andris Biedriņš,Andris Biedrins,,2427,rpg · 11.2 rpg
2009,C,,Marcus Camby,Marcus Camby,,125,rpg · 11.1 rpg
2009,F,,Carlos Boozer,Carlos Boozer,,1703,rpg · 10.4 rpg
2009,G,,Gilbert Arenas,Gilbert Arenas,,974,apg · 10.0 apg
2009,G,,Steve Nash,Steve Nash,,592,apg · 9.7 apg
2009,G,,,Jose Calderon,,2806,apg · 8.9 apg
2009,G,,Jason Kidd,Jason Kidd,,429,apg · 8.7 apg
2009,G,,Rajon Rondo,Rajon Rondo,,3026,apg · 8.2 apg
2010,F,,Kevin Durant,Kevin Durant,,3202,ppg · 30.1 ppg · 7.6 rpg
2010,F,,LeBron James,LeBron James,,1966,ppg · 29.7 ppg · 7.3 rpg · 8.6 apg
2010,F,,Carmelo Anthony,Carmelo Anthony,,1975,ppg · 28.2 ppg · 6.6 rpg
