season,pos,name,espn_id,team,pass_yds,pass_td,rush_yds,rush_td,rec_yds,rec_td,already_in_pool,approved
2013,WR,Antonio Brown,13934,PIT,15,0,4,0,1499,8,yes,
2013,WR,Eric Decker,13271,DEN,0,0,0,0,1288,11,,
2013,WR,Jordy Nelson,11270,GB,0,0,0,0,1314,8,yes,
2013,WR,Pierre Garcon,11439,WSH,0,0,19,0,1346,5,,
2013,WR,Vincent Jackson,8475,TB,0,0,0,0,1224,7,yes,
2013,WR,Anquan Boldin,4512,SF,0,0,11,0,1179,7,yes,
2013,WR,Torrey Smith,14032,BAL,0,0,0,0,1128,4,,
2013,WR,Keenan Allen,15818,LAC,0,0,0,0,1046,8,yes,
2013,WR,T.Y. Hilton,14924,IND,0,0,6,0,1083,5,yes,
2013,WR,Julian Edelman,12649,NE,0,0,11,0,1056,6,,
2013,WR,Michael Floyd,14908,ARI,0,0,0,0,1041,5,,
2014,QB,Matt Ryan,11237,ATL,4694,28,145,0,0,0,yes,
2014,QB,Eli Manning,5526,NYG,4410,30,31,1,0,0,yes,
2014,QB,Philip Rivers,5529,LAC,4286,31,102,0,0,0,yes,
2014,QB,Ryan Tannehill,14876,MIA,4045,27,311,1,-4,0,yes,
2014,QB,Jay Cutler,9597,CHI,3812,28,191,2,0,0,yes,
2014,QB,Colin Kaepernick,14001,SF,3369,19,639,1,0,0,,
2014,QB,Derek Carr,16757,LV,3270,21,92,0,0,0,yes,
2014,QB,Alex Smith,8416,KC,3265,18,254,1,0,0,yes,
2014,RB,Matt Forte,11278,CHI,0,0,1038,6,808,4,yes,
2014,RB,Eddie Lacy,15848,GB,0,0,1139,9,427,4,yes,
2014,RB,Lamar Miller,14886,MIA,0,0,1099,8,275,1,yes,
2014,RB,Jeremy Hill,16803,CIN,0,0,1124,9,215,0,,
2014,RB,Alfred Morris,15009,WSH,0,0,1074,8,155,0,,
2014,RB,Joique Bell,13536,DET,0,0,860,7,322,1,,
2014,RB,Frank Gore,8479,SF,0,0,1106,4,111,1,yes,
2014,RB,Giovani Bernard,15826,CIN,0,0,680,5,349,2,,
2014,TE,Greg Olsen,10475,CAR,0,0,0,0,1008,6,yes,
2014,TE,Antonio Gates,5362,LAC,0,0,0,0,821,12,yes,
2014,TE,Jordan Matthews,16763,PHI,0,0,0,0,872,8,,
2014,WR,Antonio Brown,13934,PIT,20,1,13,0,1698,13,yes,
2014,WR,Randall Cobb,14053,GB,0,0,37,0,1287,12,,
2014,WR,Alshon Jeffery,14912,CHI,0,0,33,0,1133,10,yes,
2014,WR,DeAndre Hopkins,15795,HOU,0,0,0,0,1210,6,yes,
2014,WR,Mike Evans,16737,TB,0,0,0,0,1051,12,yes,
2014,WR,DeSean Jackson,11283,WSH,0,0,7,0,1169,6,yes,
2014,WR,Kelvin Benjamin,16730,CAR,0,0,0,0,1008,9,,
2014,WR,Steve Smith Sr.,2622,BAL,0,0,0,0,1065,6,,
2014,WR,Anquan Boldin,4512,SF,0,0,4,0,1062,5,yes,
2014,WR,Sammy Watkins,16725,BUF,0,0,8,0,982,6,,
2014,WR,Brandon LaFell,12576,NE,0,0,13,0,953,7,,
2015,QB,Drew Brees,2580,NO,4870,32,14,1,0,0,yes,
2015,QB,Philip Rivers,5529,LAC,4792,29,28,0,0,0,yes,
2015,QB,Blake Bortles,16724,JAX,4428,35,310,2,0,0,,
2015,QB,Matt Ryan,11237,ATL,4591,21,63,0,0,0,yes,
2015,QB,Matthew Stafford,12483,DET,4262,32,159,1,-6,0,yes,
2015,QB,Kirk Cousins,14880,WSH,4166,29,48,5,0,0,yes,
2015,QB,Ryan Tannehill,14876,MIA,4208,24,141,1,9,0,yes,
2015,QB,Derek Carr,16757,LV,3987,32,138,0,0,0,yes,
2015,RB,Doug Martin,14885,TB,0,0,1402,6,271,1,yes,
2015,RB,DeAngelo Williams,9613,PIT,0,0,907,11,367,0,yes,
2015,RB,Darren McFadden,11238,DAL,0,0,1089,3,328,0,,
2015,RB,Lamar Miller,14886,MIA,0,0,872,8,397,2,yes,
2015,RB,Matt Forte,11278,CHI,0,0,898,4,389,3,yes,
2015,RB,Frank Gore,8479,IND,0,0,967,6,267,1,yes,
2015,RB,Mark Ingram II,13981,NO,0,0,769,6,405,0,yes,
2015,RB,Danny Woodhead,11788,LAC,0,0,336,3,755,6,,
2015,TE,Greg Olsen,10475,CAR,0,0,0,0,1104,7,yes,
2015,TE,Jordan Reed,15860,WSH,0,0,0,0,952,11,yes,
2015,TE,Jordan Matthews,16763,PHI,0,0,0,0,997,8,,
2015,WR,Demaryius Thomas,13216,DEN,0,0,0,0,1304,6,yes,
2015,WR,Doug Baldwin,14221,SEA,0,0,0,0,1069,14,yes,
2015,WR,Brandin Cooks,16731,NO,0,0,18,0,1138,9,,
2015,WR,Eric Decker,13271,NYJ,0,0,0,0,1027,12,,
2015,WR,Mike Evans,16737,TB,0,0,0,0,1206,3,yes,
2015,WR,Emmanuel Sanders,13295,DEN,0,0,29,0,1135,6,yes,
2015,WR,Jeremy Maclin,12579,KC,0,0,14,0,1088,8,yes,
2015,WR,Allen Hurns,17177,JAX,0,0,0,0,1031,10,,
2015,WR,Sammy Watkins,16725,BUF,0,0,1,0,1047,9,,
2015,WR,John Brown,16804,ARI,0,0,22,0,1003,7,,
2015,WR,Michael Crabtree,12563,LV,0,0,0,0,922,9,,
2016,QB,Andrew Luck,14874,IND,4240,31,341,2,0,0,yes,
2016,QB,Matthew Stafford,12483,DET,4327,24,207,2,0,0,yes,
2016,QB,Carson Palmer,4459,ARI,4233,26,38,0,0,0,yes,
2016,QB,Joe Flacco,11252,BAL,4317,20,58,2,0,0,yes,
2016,QB,Jameis Winston,2969939,TB,4090,28,165,1,0,0,yes,
2016,QB,Russell Wilson,14881,SEA,4219,21,259,1,14,1,yes,
2016,QB,Eli Manning,5526,NYG,4027,26,-9,0,0,0,yes,
2016,QB,Blake Bortles,16724,JAX,3905,23,359,3,20,1,,
2016,QB,Sam Bradford,13197,MIN,3877,20,53,0,5,0,,
2016,RB,Mark Ingram II,13981,NO,0,0,1043,6,319,4,yes,
2016,RB,LeGarrette Blount,13213,NE,0,0,1161,18,38,0,,
2016,RB,Spencer Ware,16020,KC,0,0,921,3,447,2,,
2016,RB,Frank Gore,8479,IND,0,0,1025,4,277,4,yes,
2016,RB,Isaiah Crowell,17133,CLE,0,0,952,7,319,0,,
2016,RB,Lamar Miller,14886,HOU,0,0,1073,5,188,1,yes,
2016,RB,Todd Gurley,2977644,LAR,0,0,885,6,327,0,yes,
2016,RB,Carlos Hyde,16777,SF,0,0,988,6,163,3,,
2016,TE,Kyle Rudolph,14054,MIN,0,0,0,0,840,7,yes,
2016,TE,Jordan Matthews,16763,PHI,0,0,0,0,804,3,,
2016,WR,Jordy Nelson,11270,GB,0,0,0,0,1257,14,yes,
2016,WR,Brandin Cooks,16731,NO,0,0,30,0,1173,8,,
2016,WR,Michael Thomas,2976316,NO,0,0,0,0,1137,9,yes,
2016,WR,Davante Adams,16800,GB,0,0,0,0,997,12,yes,
2016,WR,Tyrell Williams,2587819,LAC,0,0,0,0,1059,7,,
2016,WR,Julian Edelman,12649,NE,0,0,57,0,1106,3,,
2016,WR,Michael Crabtree,12563,LV,0,0,0,0,1003,8,,
2016,WR,Golden Tate,13217,DET,0,0,4,0,1077,4,yes,
2016,WR,Rishard Matthews,15102,TEN,0,0,0,0,945,9,,
2016,WR,Kenny Britt,12556,LAR,0,0,0,0,1002,5,,
2016,WR,Pierre Garcon,11439,WSH,0,0,0,0,1041,3,,
2017,QB,Matthew Stafford,12483,DET,4446,29,98,0,0,0,yes,
2017,QB,Kirk Cousins,14880,WSH,4093,27,179,4,0,0,yes,
2017,QB,Matt Ryan,11237,ATL,4095,20,143,0,0,0,yes,
2017,QB,Blake Bortles,16724,JAX,3687,21,322,2,0,0,,
2017,QB,Case Keenum,15168,MIN,3547,22,160,1,0,0,,
2017,QB,Jameis Winston,2969939,TB,3504,19,135,1,0,0,yes,
2017,QB,Eli Manning,5526,NYG,3468,19,26,1,0,0,yes,
2017,QB,Andy Dalton,14012,CIN,3320,25,99,0,0,0,yes,
2017,RB,Melvin Gordon III,2576434,LAC,0,0,1105,8,476,4,yes,
2017,RB,Leonard Fournette,3115364,JAX,0,0,1040,9,302,1,,
2017,RB,Carlos Hyde,16777,SF,0,0,940,8,350,0,,
2017,RB,Ezekiel Elliott,3051392,DAL,0,0,983,7,269,2,yes,
2017,RB,Jordan Howard,3060022,CHI,0,0,1122,9,125,0,yes,
2017,RB,Devonta Freeman,16944,ATL,0,0,865,7,317,1,yes,
2017,RB,Lamar Miller,14886,HOU,0,0,888,3,327,3,yes,
2017,RB,C.J. Anderson,16040,DEN,0,0,1007,3,224,1,yes,
2017,TE,Devin Funchess,2977609,CAR,0,0,0,0,840,8,,
2017,TE,Evan Engram,3051876,NYG,0,0,14,0,722,6,yes,
2017,TE,Jared Cook,12537,LV,0,0,0,0,688,2,yes,
2017,WR,Tyreek Hill,3116406,KC,0,0,59,0,1183,7,yes,
2017,WR,Marvin Jones Jr.,15072,DET,0,0,0,0,1101,9,,
2017,WR,Brandin Cooks,16731,NE,0,0,40,0,1082,7,,
2017,WR,Golden Tate,13217,DET,0,0,22,0,1003,5,yes,
2017,WR,Mike Evans,16737,TB,0,0,0,0,1001,5,yes,
2017,WR,Robbie Chosen,2574808,NYJ,0,0,9,0,941,7,,
2017,WR,JuJu Smith-Schuster,3120348,PIT,0,0,0,0,917,7,yes,
2017,WR,Demaryius Thomas,13216,DEN,0,0,0,0,949,5,yes,
2017,WR,Stefon Diggs,2976212,MIN,0,0,13,0,849,8,yes,
2017,WR,Marquise Goodwin,15839,SF,0,0,44,0,962,2,,
2017,WR,Cooper Kupp,2977187,LAR,0,0,0,0,869,5,yes,
2018,QB,Ben Roethlisberger,5536,PIT,5129,34,98,3,-1,0,yes,
2018,QB,Matt Ryan,11237,ATL,4924,35,125,3,5,1,yes,
2018,QB,Kirk Cousins,14880,MIN,4298,30,123,1,-1,0,yes,
2018,QB,Eli Manning,5526,NYG,4299,21,20,1,0,0,yes,
2018,QB,Derek Carr,16757,LV,4049,19,47,1,-9,0,yes,
2018,QB,Baker Mayfield,3052587,CLE,3725,27,131,0,0,0,yes,
2018,QB,Case Keenum,15168,DEN,3890,18,93,2,0,0,,
2018,QB,Matthew Stafford,12483,DET,3777,21,71,0,0,0,yes,
2018,QB,Cam Newton,13994,CAR,3395,24,488,4,0,0,yes,
2018,QB,Carson Wentz,2573079,PHI,3074,21,93,0,4,0,yes,
2018,QB,Jameis Winston,2969939,TB,2992,19,281,1,0,0,yes,
2018,RB,Christian McCaffrey,3117251,CAR,50,1,1098,7,867,6,yes,
2018,RB,Joe Mixon,3116385,CIN,0,0,1168,8,296,1,yes,
2018,RB,David Johnson,2508176,ARI,0,0,940,7,446,3,yes,
2018,RB,Chris Carson,3919596,SEA,0,0,1151,9,163,0,,
2018,RB,Kareem Hunt,3059915,KC,0,0,824,7,378,7,yes,
2018,RB,Adrian Peterson,10452,WSH,0,0,1042,7,208,1,yes,
2018,RB,Derrick Henry,3043078,TEN,14,0,1059,12,99,0,yes,
2018,RB,Nick Chubb,3128720,CLE,0,0,996,8,149,2,yes,
2018,WR,T.Y. Hilton,14924,IND,0,0,0,0,1270,6,yes,
2018,WR,Robert Woods,15880,LAR,0,0,157,1,1219,6,,
2018,WR,Brandin Cooks,16731,LAR,0,0,68,1,1204,5,,
2018,WR,Stefon Diggs,2976212,MIN,0,0,62,0,1021,9,yes,
2018,WR,Odell Beckham Jr.,16733,NYG,106,2,19,0,1052,6,yes,
2018,WR,Tyler Boyd,3045144,CIN,0,0,3,0,1028,7,,
2018,WR,Tyler Lockett,2577327,SEA,0,0,69,0,965,10,,
2018,WR,Kenny Golladay,2974858,DET,0,0,8,0,1063,5,yes,
2018,WR,Calvin Ridley,3925357,ATL,0,0,27,0,821,10,,
2018,WR,Chris Godwin Jr.,3116165,TB,0,0,0,0,842,7,yes,
2018,WR,Corey Davis,3042778,TEN,0,0,55,0,891,4,,
2019,QB,Jameis Winston,2969939,TB,5109,33,250,1,0,0,yes,
2019,QB,Dak Prescott,2577417,DAL,4902,30,277,3,0,0,yes,
2019,QB,Jared Goff,3046779,LAR,4638,22,40,2,0,0,yes,
2019,QB,Philip Rivers,5529,LAC,4615,23,29,0,0,0,yes,
2019,QB,Matt Ryan,11237,ATL,4466,26,147,1,0,0,yes,
2019,QB,Carson Wentz,2573079,PHI,4039,27,243,1,0,0,yes,
2019,QB,Tom Brady,2330,NE,4057,24,34,3,0,0,yes,
2019,QB,Jimmy Garoppolo,16760,SF,3978,27,62,1,0,0,,
2019,QB,Derek Carr,16757,LV,4054,21,82,2,0,0,yes,
2019,RB,Aaron Jones Sr.,3042519,GB,0,0,1084,16,474,3,yes,
2019,RB,Austin Ekeler,3068267,LAC,0,0,557,3,993,8,,
2019,RB,Leonard Fournette,3115364,JAX,0,0,1152,3,522,0,,
2019,RB,Chris Carson,3919596,SEA,0,0,1230,7,266,2,,
2019,RB,Saquon Barkley,3929630,NYG,0,0,1003,6,438,2,yes,
2019,RB,Joe Mixon,3116385,CIN,0,0,1137,5,287,3,yes,
2019,RB,Josh Jacobs,4047365,LV,0,0,1150,7,166,0,yes,
2019,RB,Miles Sanders,4045163,PHI,0,0,818,3,509,3,yes,
2019,TE,Darren Waller,2576925,LV,0,0,5,0,1145,3,yes,
2019,TE,Tyler Higbee,2573401,LAR,0,0,0,0,734,3,,
2019,WR,DeVante Parker,2576623,MIA,0,0,0,0,1202,9,,
2019,WR,Cooper Kupp,2977187,LAR,0,0,4,0,1161,10,yes,
2019,WR,Allen Robinson,16799,CHI,0,0,2,0,1147,7,yes,
2019,WR,DJ Moore,3915416,CAR,0,0,40,0,1175,4,,
2019,WR,Stefon Diggs,2976212,MIN,0,0,61,0,1130,6,yes,
2019,WR,Julian Edelman,12649,NE,47,1,27,0,1117,6,,
2019,WR,Michael Gallup,4036348,DAL,0,0,0,0,1107,6,,
2019,WR,Tyler Lockett,2577327,SEA,0,0,-5,0,1057,8,,
2019,WR,A.J. Brown,4047646,TEN,0,0,60,1,1051,8,yes,
2019,WR,John Brown,16804,BUF,28,1,7,0,1060,6,,
2019,WR,Robert Woods,15880,LAR,0,0,115,1,1134,2,,
2020,QB,Tom Brady,2330,TB,4633,40,6,3,0,0,yes,
2020,QB,Matt Ryan,11237,ATL,4581,26,92,2,0,0,yes,
2020,QB,Kirk Cousins,14880,MIN,4265,35,156,1,0,0,yes,
2020,QB,Justin Herbert,4038941,LAC,4336,31,234,5,0,0,yes,
2020,QB,Philip Rivers,5529,IND,4169,24,-8,0,0,0,yes,
2020,QB,Derek Carr,16757,LV,4103,27,140,3,0,0,yes,
2020,QB,Matthew Stafford,12483,DET,4084,26,112,0,0,0,yes,
2020,QB,Ryan Tannehill,14876,TEN,3819,33,266,7,0,0,yes,
2020,QB,Ben Roethlisberger,5536,PIT,3803,33,11,0,0,0,yes,
2020,QB,Jared Goff,3046779,LAR,3952,20,99,4,0,0,yes,
2020,QB,Baker Mayfield,3052587,CLE,3563,26,165,1,6,0,yes,
2020,RB,Jonathan Taylor,4242335,IND,0,0,1169,11,299,1,yes,
2020,RB,David Montgomery,4035538,CHI,0,0,1070,8,438,2,,
2020,RB,James Robinson,4052042,JAX,0,0,1070,7,344,3,,
2020,RB,Ezekiel Elliott,3051392,DAL,0,0,979,6,338,2,yes,
2020,RB,Kareem Hunt,3059915,CLE,0,0,841,6,304,5,yes,
2020,RB,Melvin Gordon III,2576434,DEN,0,0,986,9,158,1,yes,
2020,RB,Ronald Jones,3912550,TB,0,0,978,7,165,1,,
2020,RB,Kenyan Drake,2979843,ARI,0,0,955,10,137,0,,
2020,WR,Calvin Ridley,3925357,ATL,0,0,1,0,1374,9,,
2020,WR,Allen Robinson,16799,CHI,0,0,-1,0,1250,6,yes,
2020,WR,DJ Moore,3915416,CAR,0,0,22,0,1193,4,,
2020,WR,Brandin Cooks,16731,HOU,0,0,0,0,1150,6,,
2020,WR,Mike Evans,16737,TB,0,0,0,0,1006,13,yes,
2020,WR,Tyler Lockett,2577327,SEA,0,0,0,0,1054,10,,
2020,WR,Amari Cooper,2976499,DAL,0,0,14,0,1114,5,yes,
2020,WR,Adam Thielen,16460,MIN,0,0,15,0,925,14,yes,
2020,WR,Terry McLaurin,3121422,WSH,0,0,30,0,1118,4,yes,
2020,WR,Marvin Jones Jr.,15072,DET,0,0,0,0,978,9,,
2020,WR,Robbie Chosen,2574808,CAR,0,0,15,0,1096,3,,
2021,QB,Matthew Stafford,12483,LAR,4886,41,43,0,0,0,yes,
2021,QB,Joe Burrow,3915511,CIN,4611,34,118,2,0,0,yes,
2021,QB,Derek Carr,16757,LV,4804,23,108,0,0,0,yes,
2021,QB,Dak Prescott,2577417,DAL,4449,37,146,1,0,0,yes,
2021,QB,Josh Allen,3918298,BUF,4407,36,763,6,0,0,yes,
2021,QB,Matt Ryan,11237,ATL,3968,20,82,1,0,0,yes,
2021,QB,Jimmy Garoppolo,16760,SF,3810,20,51,3,0,0,,
2021,QB,Ben Roethlisberger,5536,PIT,3740,22,5,1,0,0,yes,
2021,RB,Austin Ekeler,3068267,LAC,0,0,911,12,647,8,,
2021,RB,Antonio Gibson,4360294,WSH,0,0,1037,7,294,3,,
2021,RB,Ezekiel Elliott,3051392,DAL,4,0,1002,10,287,2,yes,
2021,RB,Leonard Fournette,3115364,TB,0,0,812,8,454,2,,
2021,RB,Josh Jacobs,4047365,LV,0,0,872,9,348,0,yes,
2021,RB,Aaron Jones Sr.,3042519,GB,0,0,799,4,391,6,yes,
2021,RB,Damien Harris,3925347,NE,0,0,929,15,132,0,,
2021,RB,Javonte Williams,4361579,DEN,0,0,903,4,316,3,,
2021,TE,Dalton Schultz,3117256,DAL,0,0,0,0,808,8,,
2021,TE,Dallas Goedert,3121023,PHI,0,0,0,0,830,4,,
2021,TE,Mike Gesicki,3116164,MIA,0,0,0,0,780,2,,
2021,WR,Tyler Lockett,2577327,SEA,0,0,9,0,1175,8,,
2021,WR,Mike Williams,3045138,LAC,0,0,0,0,1146,9,,
2021,WR,DJ Moore,3915416,CAR,0,0,48,0,1157,4,,
2021,WR,Tee Higgins,4239993,CIN,0,0,0,0,1091,6,yes,
2021,WR,DK Metcalf,4047650,SEA,0,0,6,0,967,12,yes,
2021,WR,Chris Godwin Jr.,3116165,TB,0,0,21,1,1103,5,yes,
2021,WR,Michael Pittman Jr.,4035687,IND,0,0,44,0,1082,6,,
2021,WR,Brandin Cooks,16731,HOU,0,0,21,0,1037,6,,
2021,WR,Terry McLaurin,3121422,WSH,0,0,12,0,1053,5,yes,
2021,WR,Darnell Mooney,4040655,CHI,0,0,32,1,1055,4,,
2021,WR,Jaylen Waddle,4372016,MIA,0,0,3,1,1015,6,,
2022,QB,Justin Herbert,4038941,LAC,4739,25,147,0,-10,0,yes,
2022,QB,Tom Brady,2330,TB,4694,25,-1,1,0,0,yes,
2022,QB,Aaron Rodgers,8439,GB,3695,26,94,1,0,0,yes,
2022,QB,Tua Tagovailoa,4241479,MIA,3548,25,70,0,0,0,yes,
2022,QB,Russell Wilson,14881,DEN,3524,16,277,3,1,0,yes,
2022,QB,Daniel Jones,3917792,NYG,3205,15,708,7,0,0,,
2022,QB,Davis Mills,4242546,HOU,3118,17,108,2,0,0,,
2022,QB,Matt Ryan,11237,IND,3057,14,70,1,0,0,yes,
2022,QB,Dak Prescott,2577417,DAL,2860,23,182,1,0,0,yes,
2022,RB,Austin Ekeler,3068267,LAC,0,0,915,13,722,5,,
2022,RB,Aaron Jones Sr.,3042519,GB,0,0,1121,2,395,5,yes,
2022,RB,Rhamondre Stevenson,4569173,NE,0,0,1040,5,421,1,,
2022,RB,Travis Etienne Jr.,4239996,JAX,0,0,1125,5,316,0,,
2022,RB,Jamaal Williams,2980453,DET,0,0,1066,17,73,0,,
2022,RB,Alvin Kamara,3054850,NO,0,0,897,2,490,2,yes,
2022,RB,Najee Harris,4241457,PIT,4,0,1034,7,229,3,yes,
2022,RB,Joe Mixon,3116385,CIN,0,0,814,7,441,2,yes,
2022,TE,Evan Engram,3051876,JAX,0,0,13,0,766,4,yes,
2022,TE,Pat Freiermuth,4361411,PIT,0,0,0,0,732,2,,
2022,WR,Jaylen Waddle,4372016,MIA,0,0,26,0,1356,8,,
2022,WR,Amari Cooper,2976499,CLE,0,0,0,0,1160,9,yes,
2022,WR,DeVonta Smith,4241478,PHI,0,0,0,0,1196,7,,
2022,WR,Christian Kirk,3895856,JAX,0,0,11,0,1108,8,,
2022,WR,Mike Evans,16737,TB,0,0,0,0,1124,6,yes,
2022,WR,Tyler Lockett,2577327,SEA,0,0,0,0,1033,9,,
2022,WR,Garrett Wilson,4569618,NYJ,0,0,4,0,1103,4,,
2022,WR,Brandon Aiyuk,4360438,SF,0,0,23,0,1015,8,,
2022,WR,Tee Higgins,4239993,CIN,0,0,0,0,1029,7,yes,
2022,WR,DK Metcalf,4047650,SEA,0,0,0,0,1048,6,yes,
2022,WR,Chris Olave,4361370,NO,0,0,0,0,1042,4,,
2023,QB,Jared Goff,3046779,DET,4575,30,21,2,0,0,yes,
2023,QB,Josh Allen,3918298,BUF,4306,29,524,15,0,0,yes,
2023,QB,Jordan Love,4036378,GB,4159,32,247,4,0,0,,
2023,QB,Trevor Lawrence,4360310,JAX,4016,21,339,4,0,0,yes,
2023,QB,Derek Carr,16757,NO,3878,25,40,0,0,0,yes,
2023,QB,Sam Howell,4426875,WSH,3946,21,263,5,4,0,,
2023,QB,Russell Wilson,14881,DEN,3070,26,341,3,0,0,yes,
2023,QB,Justin Herbert,4038941,LAC,3134,20,228,3,10,0,yes,
2023,RB,Breece Hall,4427366,NYJ,0,0,994,5,591,4,,
2023,RB,Travis Etienne Jr.,4239996,JAX,0,0,1008,11,476,1,,
2023,RB,Rachaad White,4697815,TB,0,0,990,6,549,3,,
2023,RB,Joe Mixon,3116385,CIN,0,0,1034,9,376,3,yes,
2023,RB,Bijan Robinson,4430807,ATL,0,0,976,4,487,4,yes,
2023,RB,Saquon Barkley,3929630,NYG,0,0,962,6,280,4,yes,
2023,RB,Tony Pollard,3916148,DAL,0,0,1005,6,311,0,yes,
2023,RB,David Montgomery,4035538,DET,0,0,1015,13,117,0,,
2023,TE,T.J. Hockenson,4036133,MIN,0,0,0,0,960,5,yes,
2023,TE,Trey McBride,4361307,ARI,0,0,0,0,825,3,yes,
2023,TE,Cole Kmet,4258595,CHI,0,0,2,0,719,6,,
2023,WR,DJ Moore,3915416,CHI,0,0,21,1,1364,8,,
2023,WR,Brandon Aiyuk,4360438,SF,0,0,0,0,1342,7,,
2023,WR,Nico Collins,4258173,HOU,0,0,7,0,1297,8,yes,
2023,WR,Davante Adams,16800,LV,0,0,0,0,1144,8,yes,
2023,WR,George Pickens,4426354,PIT,0,0,18,0,1140,5,yes,
2023,WR,Michael Pittman Jr.,4035687,IND,0,0,0,0,1152,4,,
2023,WR,Chris Olave,4361370,NO,0,0,0,0,1123,5,,
2023,WR,DeVonta Smith,4241478,PHI,0,0,0,0,1066,7,,
2023,WR,DeAndre Hopkins,15795,TEN,0,0,9,0,1057,7,yes,
2023,WR,Calvin Ridley,3925357,JAX,0,0,23,0,1016,8,,
2023,WR,Justin Jefferson,4262921,MIN,0,0,-12,0,1074,5,yes,
2024,QB,Geno Smith,15864,SEA,4320,21,272,2,0,0,yes,
2024,QB,Aaron Rodgers,8439,NYJ,3897,28,107,0,0,0,yes,
2024,QB,Patrick Mahomes,3139477,KC,3928,26,307,2,2,0,yes,
2024,QB,Bo Nix,4426338,DEN,3775,29,430,4,2,1,,
2024,QB,Justin Herbert,4038941,LAC,3870,23,306,2,0,0,yes,
2024,QB,Kyler Murray,3917315,ARI,3851,21,572,5,0,0,yes,
2024,QB,Brock Purdy,4361741,SF,3864,20,323,5,0,0,yes,
2024,QB,Matthew Stafford,12483,LAR,3762,20,41,0,0,0,yes,
2024,QB,C.J. Stroud,4432577,HOU,3727,20,233,0,0,0,yes,
2024,RB,Kyren Williams,4430737,LAR,0,0,1299,14,182,2,yes,
2024,RB,De'Von Achane,4429160,MIA,0,0,907,6,592,6,yes,
2024,RB,James Conner,3045147,ARI,0,0,1094,8,414,1,yes,
2024,RB,Aaron Jones Sr.,3042519,MIN,0,0,1138,5,408,2,yes,
2024,RB,Bucky Irving,4596448,TB,0,0,1122,8,392,0,,
2024,RB,Alvin Kamara,3054850,NO,0,0,950,6,543,2,yes,
2024,RB,Chuba Hubbard,4241416,CAR,0,0,1195,10,171,1,,
2024,RB,Chase Brown,4362238,CIN,0,0,990,7,360,4,,
2024,TE,Sam LaPorta,4430027,DET,0,0,0,0,726,7,yes,
2024,TE,Tucker Kraft,4572680,GB,0,0,6,0,707,7,,
2024,WR,Drake London,4426502,ATL,0,0,-3,0,1271,9,,
2024,WR,Ladd McConkey,4612826,LAC,0,0,0,0,1149,7,,
2024,WR,Garrett Wilson,4569618,NYJ,0,0,5,0,1104,7,,
2024,WR,Courtland Sutton,3128429,DEN,30,1,0,0,1081,8,yes,
2024,WR,Davante Adams,16800,NYJ,0,0,0,0,1063,8,yes,
2024,WR,A.J. Brown,4047646,PHI,0,0,0,0,1079,7,yes,
2024,WR,Jameson Williams,4426388,DET,0,0,61,1,1001,7,,
2024,WR,Tee Higgins,4239993,CIN,0,0,0,0,911,10,yes,
2024,WR,Jakobi Meyers,3916433,LV,0,0,23,0,1027,4,,
2024,WR,Calvin Ridley,3925357,TEN,0,0,55,1,1017,4,,
2024,WR,Jauan Jennings,3886598,SF,0,0,0,0,975,6,,
2025,QB,Trevor Lawrence,4360310,JAX,4007,29,359,9,0,0,yes,
2025,QB,Caleb Williams,4431611,CHI,3942,27,388,3,22,1,,
2025,QB,Bo Nix,4426338,DEN,3931,25,356,5,0,0,,
2025,QB,Baker Mayfield,3052587,TB,3693,26,382,1,0,0,yes,
2025,QB,Patrick Mahomes,3139477,KC,3587,22,422,5,-10,0,yes,
2025,QB,Jordan Love,4036378,GB,3381,23,199,0,0,0,,
2025,QB,Jacoby Brissett,2578570,ARI,3366,23,168,1,0,0,,
2025,QB,Aaron Rodgers,8439,PIT,3322,24,61,1,-9,0,yes,
2025,RB,Derrick Henry,3043078,BAL,0,0,1595,16,150,0,yes,
2025,RB,Kyren Williams,4430737,LAR,0,0,1252,10,281,3,yes,
2025,RB,Chase Brown,4362238,CIN,0,0,1019,6,437,5,,
2025,RB,Travis Etienne Jr.,4239996,JAX,0,0,1107,7,292,6,,
2025,RB,Javonte Williams,4361579,DAL,0,0,1201,11,137,2,,
2025,RB,Saquon Barkley,3929630,PHI,0,0,1140,7,273,2,yes,
2025,RB,D'Andre Swift,4259545,CHI,0,0,1087,9,299,1,yes,
2025,RB,Ashton Jeanty,4890973,LV,0,0,975,5,346,5,,
2025,TE,Kyle Pitts Sr.,4360248,ATL,0,0,0,0,928,5,yes,
2025,TE,Juwan Johnson,3929645,NO,0,0,0,0,889,3,,
2025,TE,Hunter Henry,3046439,NE,0,0,0,0,768,7,,
2025,WR,Chris Olave,4361370,NO,0,0,-3,0,1163,9,,
2025,WR,Jameson Williams,4426388,DET,0,0,12,0,1117,7,,
2025,WR,Tetairoa McMillan,4685472,CAR,0,0,0,0,1014,7,,
2025,WR,Michael Wilson,4360761,ARI,0,0,0,0,1006,7,,
2025,WR,A.J. Brown,4047646,PHI,0,0,0,0,1003,7,yes,
2025,WR,Alec Pierce,4360078,IND,0,0,0,0,1003,6,,
2025,WR,Wan'Dale Robinson,4569587,NYG,0,0,5,0,1014,4,,
2025,WR,Stefon Diggs,2976212,NE,0,0,0,0,1013,4,yes,
